fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality
0.326923077;0.12745098;0.204819277;0.173312883;0.100890208;0.12195122;0.473317865;0.175245807;0.336363636;0.325581395;0.258064516;6
0.211538462;0.107843137;0.156626506;0.180981595;0.115727003;0.167247387;0.320185615;0.194524773;0.527272727;0.162790698;0.14516129;6
0.269230769;0.294117647;0.090361446;0.061349693;0.103857567;0.080139373;0.160092807;0.11548101;0.354545455;0.186046512;0.35483871;6
0.346153846;0.117647059;0.21686747;0.009202454;0.086053412;0.146341463;0.236658933;0.105841527;0.581818182;0.139534884;0.306451613;6
0.288461538;0.137254902;0.144578313;0.06595092;0.246290801;0.097560976;0.26450116;0.154038944;0.281818182;0.279069767;0.096774194;6
0.211538462;0.107843137;0.156626506;0.180981595;0.115727003;0.167247387;0.320185615;0.194524773;0.527272727;0.162790698;0.14516129;6
0.307692308;0.382352941;0.042168675;0.007668712;0.077151335;0.052264808;0.329466357;0.07499518;0.272727273;0.139534884;0.403225806;5
0.269230769;0.294117647;0.090361446;0.061349693;0.103857567;0.080139373;0.160092807;0.11548101;0.354545455;0.186046512;0.35483871;6
0.326923077;0.156862745;0.162650602;0.012269939;0.086053412;0.101045296;0.262180974;0.107769424;0.390909091;0.279069767;0.370967742;6
0.230769231;0.264705882;0.018072289;0.009202454;0.163204748;0.094076655;0.257540603;0.1212647;0.454545455;0.372093023;0.177419355;5
0.25;0.176470588;0.144578313;0.088957055;0.091988131;0.087108014;0.266821346;0.061499904;0.454545455;0.313953488;0.741935484;7
0.278846154;0.166666667;0.078313253;0.009202454;0.09495549;0.275261324;0.382830626;0.094274147;0.381818182;0.23255814;0.290322581;5
0.278846154;0.147058824;0.186746988;0.023006135;0.109792285;0.097560976;0.201856148;0.105841527;0.554545455;0.488372093;0.435483871;8
0.346153846;0.156862745;0.174698795;0.145705521;0.121661721;0.066202091;0.222737819;0.175245807;0.372727273;0.151162791;0.241935484;5
0.230769231;0.18627451;0.259036145;0.110429448;0.139465875;0.160278746;0.545243619;0.163678427;0.345454545;0.337209302;0.161290323;6
0.288461538;0.215686275;0.138554217;0.061349693;0.154302671;0.168989547;0.532482599;0.16753422;0.545454545;0.441860465;0.241935484;5
0.211538462;0.18627451;0.168674699;0.064417178;0.160237389;0.101045296;0.445475638;0.1791016;0.881818182;0.569767442;0.322580645;5
0.461538462;0.147058824;0.277108434;0.006134969;0.133531157;0.024390244;0.146171694;0.134759977;0.209090909;0.313953488;0.177419355;6
0.278846154;0.147058824;0.186746988;0.023006135;0.109792285;0.097560976;0.201856148;0.105841527;0.554545455;0.488372093;0.435483871;8
0.346153846;0.156862745;0.174698795;0.145705521;0.121661721;0.066202091;0.222737819;0.175245807;0.372727273;0.151162791;0.241935484;5
0.317307692;0.098039216;0.21686747;0.012269939;0.100890208;0.101045296;0.180974478;0.05186042;0.490909091;0.174418605;0.758064516;7
0.307692308;0.235294118;0.204819277;0.010736196;0.097922849;0.06271777;0.139211137;0.078850974;0.536363636;0.5;0.64516129;7
0.346153846;0.098039216;0.180722892;0.125766871;0.163204748;0.083623693;0.218097448;0.17331791;0.2;0.395348837;0.209677419;5
0.278846154;0.450980392;0.168674699;0.073619632;0.151335312;0.066202091;0.222737819;0.15018315;0.5;0.174418605;0.161290323;5
0.288461538;0.137254902;0.186746988;0.012269939;0.130563798;0.111498258;0.24361949;0.111625217;0.609090909;0.639534884;0.419354839;6
0.317307692;0.117647059;0.204819277;0.236196319;0.121661721;0.170731707;0.364269142;0.21958743;0.445454545;0.441860465;0.193548387;6
0.317307692;0.254901961;0.120481928;0.084355828;0.160237389;0.156794425;0.35962877;0.14439946;0.409090909;0.23255814;0.322580645;5
0.336538462;0.137254902;0.180722892;0.116564417;0.112759644;0.139372822;0.459396752;0.182957393;0.554545455;0.279069767;0.241935484;6
0.317307692;0.343137255;0.36746988;0.171779141;0.106824926;0.181184669;0.3387471;0.198380567;0.354545455;0.26744186;0.112903226;5
0.317307692;0.352941176;0.373493976;0.171779141;0.103857567;0.174216028;0.331786543;0.200308463;0.363636364;0.279069767;0.112903226;6
0.326923077;0.303921569;0.379518072;0.159509202;0.103857567;0.18466899;0.341067285;0.198380567;0.336363636;0.255813953;0.112903226;6
0.288461538;0.166666667;0.186746988;0.194785276;0.121661721;0.233449477;0.447795824;0.194524773;0.454545455;0.302325581;0.274193548;6
0.317307692;0.343137255;0.36746988;0.171779141;0.106824926;0.181184669;0.3387471;0.198380567;0.354545455;0.26744186;0.112903226;5
0.317307692;0.352941176;0.373493976;0.171779141;0.103857567;0.174216028;0.331786543;0.200308463;0.363636364;0.279069767;0.112903226;6
0.326923077;0.303921569;0.379518072;0.159509202;0.103857567;0.18466899;0.341067285;0.198380567;0.336363636;0.255813953;0.112903226;6
0.221153846;0.18627451;0.259036145;0.105828221;0.118694362;0.219512195;0.542923434;0.165606324;0.363636364;0.290697674;0.161290323;5
0.298076923;0.156862745;0.198795181;0.016871166;0.077151335;0.156794425;0.294663573;0.055716214;0.490909091;0.209302326;0.741935484;7
0.298076923;0.12745098;0.198795181;0.018404908;0.074183976;0.160278746;0.294663573;0.053788317;0.481818182;0.220930233;0.741935484;7
0.355769231;0.088235294;0.192771084;0.016871166;0.091988131;0.170731707;0.3225058;0.08656256;0.445454545;0.255813953;0.564516129;7
0.317307692;0.176470588;0.174698795;0.180981595;0.103857567;0.209059233;0.535962877;0.188741083;0.290909091;0.23255814;0.193548387;6
0.211538462;0.254901961;0.397590361;0.234662577;0.109792285;0.083623693;0.35962877;0.20802005;0.381818182;0.325581395;0.129032258;6
0.461538462;0.181372549;0.21686747;0.009202454;0.074183976;0.045296167;0.164733179;0.08077887;0.209090909;0.162790698;0.548387097;7
0.576923077;0.274509804;0.277108434;0.151840491;0.086053412;0.006968641;0.171693735;0.163678427;0.154545455;0.093023256;0.338709677;4
0.211538462;0.254901961;0.397590361;0.234662577;0.109792285;0.083623693;0.35962877;0.20802005;0.381818182;0.325581395;0.129032258;6
0.346153846;0.166666667;0.222891566;0.197852761;0.151335312;0.174216028;0.424593968;0.200308463;0.254545455;0.255813953;0.177419355;5
0.317307692;0.039215686;0.192771084;0.13803681;0.133531157;0.216027875;0.354988399;0.175245807;0.618181818;0.220930233;0.225806452;5
0.211538462;0.12745098;0.144578313;0.176380368;0.121661721;0.18466899;0.35962877;0.19066898;0.563636364;0.197674419;0.225806452;5
0.355769231;0.220588235;0.240963855;0.280674847;0.148367953;0.146341463;0.373549884;0.24850588;0.245454545;0.279069767;0.161290323;5
0.346153846;0.166666667;0.222891566;0.197852761;0.151335312;0.174216028;0.424593968;0.200308463;0.254545455;0.255813953;0.177419355;5
0.336538462;0.049019608;0.192771084;0.211656442;0.12462908;0.111498258;0.232018561;0.198380567;0.436363636;0.151162791;0.193548387;6
0.317307692;0.039215686;0.192771084;0.13803681;0.133531157;0.216027875;0.354988399;0.175245807;0.618181818;0.220930233;0.225806452;5
0.317307692;0.147058824;0.210843373;0.243865031;0.091988131;0.202090592;0.37587007;0.229226913;0.4;0.430232558;0.177419355;6
0.317307692;0.147058824;0.210843373;0.243865031;0.091988131;0.202090592;0.37587007;0.229226913;0.4;0.430232558;0.177419355;6
0.298076923;0.245098039;0.168674699;0.010736196;0.12462908;0.12195122;0.412993039;0.107769424;0.5;0.441860465;0.370967742;5
0.259615385;0.088235294;0.325301205;0.121165644;0.216617211;0.216027875;0.357308585;0.169462117;0.154545455;0.197674419;0.129032258;6
0.326923077;0.18627451;0.277108434;0.278374233;0.127596439;0.149825784;0.570765661;0.24850588;0.290909091;0.348837209;0.14516129;5
0.326923077;0.225490196;0.301204819;0.194785276;0.139465875;0.229965157;0.431554524;0.21380374;0.263636364;0.290697674;0.193548387;5
0.278846154;0.323529412;0.204819277;0.13190184;0.118694362;0.094076655;0.327146172;0.186813187;0.454545455;0.337209302;0.177419355;5
0.278846154;0.323529412;0.204819277;0.13190184;0.118694362;0.094076655;0.327146172;0.186813187;0.454545455;0.337209302;0.177419355;5
0.163461538;0.397058824;0;0.013803681;0.166172107;0.020905923;0.218097448;0.13283208;0.827272727;0.209302326;0.274193548;4
0.211538462;0.225490196;0.144578313;0.041411043;0.09495549;0.080139373;0.310904872;0.082706767;0.536363636;0.255813953;0.532258065;6
0.307692308;0.058823529;0.240963855;0.016871166;0.077151335;0.048780488;0.176334107;0.076923077;0.427272727;0.23255814;0.612903226;6
0.326923077;0.225490196;0.301204819;0.194785276;0.139465875;0.229965157;0.431554524;0.21380374;0.263636364;0.290697674;0.193548387;5
0.336538462;0.235294118;0.289156627;0.194785276;0.151335312;0.191637631;0.43387471;0.21380374;0.290909091;0.325581395;0.193548387;5
0.201923077;0.274509804;0.024096386;0.078220859;0.109792285;0.066202091;0.180974478;0.1212647;0.454545455;0.337209302;0.35483871;5
0.384615385;0.156862745;0.192771084;0.17791411;0.133531157;0.139372822;0.299303944;0.217659533;0.263636364;0.372093023;0.129032258;5
0.346153846;0.078431373;0.186746988;0.095858896;0.148367953;0.101045296;0.283062645;0.15596684;0.518181818;0.139534884;0.274193548;5
0.298076923;0.107843137;0.168674699;0.067484663;0.145400593;0.041811847;0.317865429;0.15596684;0.518181818;0.162790698;0.177419355;6
0.25;0.049019608;0.28313253;0.015337423;0.246290801;0.132404181;0.345707657;0.10969732;0.445454545;0.162790698;0.290322581;6
0.278846154;0.107843137;0.21686747;0.007668712;0.050445104;0.212543554;0.310904872;0.078850974;0.5;0.302325581;0.483870968;6
0.346153846;0.303921569;0.138554217;0.098159509;0.071216617;0.094076655;0.271461717;0.13283208;0.381818182;0.23255814;0.403225806;5
0.259615385;0.156862745;0.192771084;0.107361963;0.086053412;0.160278746;0.450116009;0.16753422;0.663636364;0.372093023;0.274193548;7
0.221153846;0.215686275;0.337349398;0.033742331;0.103857567;0.156794425;0.394431555;0.101985734;0.527272727;0.406976744;0.467741935;7
0.221153846;0.215686275;0.337349398;0.032208589;0.109792285;0.153310105;0.406032483;0.101985734;0.536363636;0.406976744;0.467741935;6
0.182692308;0.176470588;0.15060241;0.150306748;0.03264095;0.017421603;0.11136891;0.13283208;0.609090909;0.174418605;0.419354839;5
0.259615385;0.156862745;0.192771084;0.107361963;0.086053412;0.160278746;0.450116009;0.16753422;0.663636364;0.372093023;0.274193548;7
0.259615385;0.338235294;0.240963855;0.191717791;0.086053412;0.198606272;0.538283063;0.20802005;0.463636364;0.406976744;0.161290323;5
0.269230769;0.156862745;0.162650602;0.233128834;0.077151335;0.153310105;0.415313225;0.21380374;0.472727273;0.337209302;0.193548387;5
0.288461538;0.18627451;0.13253012;0.115030675;0.074183976;0.18466899;0.450116009;0.17331791;0.427272727;0.348837209;0.14516129;5
0.278846154;0.18627451;0.186746988;0.231595092;0.080118694;0.146341463;0.394431555;0.20802005;0.490909091;0.395348837;0.258064516;5
0.423076923;0.147058824;0.240963855;0.009202454;0.053412463;0.118466899;0.259860789;0.094274147;0.363636364;0.186046512;0.435483871;6
0.317307692;0.284313725;0.403614458;0.151840491;0.106824926;0.163763066;0.3387471;0.200308463;0.4;0.255813953;0.112903226;5
0.288461538;0.107843137;0.21686747;0.01993865;0.077151335;0.097560976;0.201856148;0.088490457;0.390909091;0.372093023;0.451612903;7
0.413461538;0.196078431;0.234939759;0.01993865;0.059347181;0.055749129;0.162412993;0.100057837;0.463636364;0.348837209;0.612903226;6
0.240384615;0.225490196;0.204819277;0.024539877;0.106824926;0.06271777;0.157772622;0.107769424;0.527272727;0.244186047;0.35483871;5
0.317307692;0.284313725;0.403614458;0.151840491;0.106824926;0.163763066;0.3387471;0.200308463;0.4;0.255813953;0.112903226;5
0.394230769;0.12745098;0.240963855;0.009202454;0.089020772;0.12543554;0.22737819;0.094274147;0.445454545;0.372093023;0.451612903;6
0.451923077;0.12745098;0.246987952;0.056748466;0.080118694;0.076655052;0.208816705;0.146327357;0.418181818;0.360465116;0.274193548;6
0.413461538;0.117647059;0.240963855;0.021472393;0.083086053;0.059233449;0.180974478;0.096202044;0.363636364;0.372093023;0.516129032;6
0.240384615;0.171568627;0.222891566;0.007668712;0.091988131;0.12195122;0.24361949;0.065355697;0.254545455;0.197674419;0.467741935;6
0.173076923;0.078431373;0.162650602;0.012269939;0.103857567;0.177700348;0.368909513;0.090418354;0.509090909;0.174418605;0.338709677;6
0.25;0.504901961;0.084337349;0.070552147;0.145400593;0.045296167;0.204176334;0.154038944;0.6;0.162790698;0.161290323;4
0.240384615;0.254901961;0.198795181;0.061349693;0.074183976;0.059233449;0.164733179;0.088490457;0.6;0.418604651;0.64516129;7
0.298076923;0.166666667;0.180722892;0.053680982;0.133531157;0.073170732;0.248259861;0.13283208;0.245454545;0.186046512;0.225806452;6
0.394230769;0.137254902;0.228915663;0.113496933;0.100890208;0.153310105;0.331786543;0.1212647;0.363636364;0.11627907;0.564516129;7
0.365384615;0.098039216;0.277108434;0.147239264;0.136498516;0.195121951;0.292343387;0.186813187;0.381818182;0.244186047;0.306451613;6
0.298076923;0.166666667;0.180722892;0.053680982;0.133531157;0.073170732;0.248259861;0.13283208;0.245454545;0.186046512;0.225806452;6
0.326923077;0.098039216;0.246987952;0.009202454;0.115727003;0.135888502;0.204176334;0.09234625;0.381818182;0.26744186;0.387096774;5
0.423076923;0.147058824;0.240963855;0.105828221;0.118694362;0.034843206;0.155452436;0.182957393;0.309090909;0.720930233;0.274193548;6
0.346153846;0.156862745;0.253012048;0.205521472;0.169139466;0.160278746;0.438515081;0.20802005;0.154545455;0.23255814;0.14516129;6
0.346153846;0.156862745;0.253012048;0.205521472;0.169139466;0.160278746;0.438515081;0.20802005;0.154545455;0.23255814;0.14516129;6
0.221153846;0.235294118;0.144578313;0.013803681;0.080118694;0.12543554;0.266821346;0.05186042;0.518181818;0.23255814;0.709677419;7
0.134615385;0.352941176;0.024096386;0.012269939;0.080118694;0.142857143;0.255220418;0.044148834;0.581818182;0.127906977;0.661290323;8
0.134615385;0.352941176;0.024096386;0.012269939;0.080118694;0.142857143;0.255220418;0.044148834;0.581818182;0.127906977;0.661290323;8
0.221153846;0.235294118;0.144578313;0.013803681;0.080118694;0.12543554;0.266821346;0.05186042;0.518181818;0.23255814;0.709677419;7
0.25;0.137254902;0.337349398;0.213190184;0.136498516;0.087108014;0.348027842;0.209947947;0.236363636;0.209302326;0.177419355;5
0.240384615;0.274509804;0.180722892;0.064417178;0.118694362;0.041811847;0.176334107;0.117408907;0.509090909;0.197674419;0.419354839;5
0.346153846;0.156862745;0.253012048;0.205521472;0.169139466;0.160278746;0.438515081;0.20802005;0.154545455;0.23255814;0.14516129;6
0.278846154;0.156862745;0.210843373;0.191717791;0.121661721;0.216027875;0.454756381;0.19066898;0.390909091;0.325581395;0.241935484;5
0.307692308;0.147058824;0.21686747;0.190184049;0.12462908;0.243902439;0.389791183;0.194524773;0.4;0.313953488;0.290322581;5
0.442307692;0.18627451;0.277108434;0.124233129;0.115727003;0.128919861;0.436194896;0.198380567;0.381818182;0.430232558;0.258064516;6
0.278846154;0.37254902;0.108433735;0.027607362;0.074183976;0.080139373;0.20649652;0.048004627;0.327272727;0.255813953;0.741935484;7
0.355769231;0.205882353;0.186746988;0.128067485;0.136498516;0.06271777;0.329466357;0.186813187;0.327272727;0.372093023;0.209677419;5
0.576923077;0.333333333;0.289156627;0.141871166;0.074183976;0.010452962;0.234338747;0.16753422;0.136363636;0.081395349;0.322580645;5
0.317307692;0.215686275;0.277108434;0.013803681;0.169139466;0.094076655;0.287703016;0.067283594;0.363636364;0.372093023;0.758064516;6
0.394230769;0.107843137;0.271084337;0.013803681;0.106824926;0.052264808;0.201856148;0.088490457;0.372727273;0.197674419;0.483870968;6
0.365384615;0.392156863;0.222891566;0.003067485;0.083086053;0.006968641;0.211136891;0.059572007;0.281818182;0.197674419;0.548387097;4
0.240384615;0.137254902;0.259036145;0.060582822;0.086053412;0.101045296;0.280742459;0.090418354;0.572727273;0.127906977;0.564516129;7
0.355769231;0.18627451;0.186746988;0.262269939;0.12462908;0.108013937;0.380510441;0.229226913;0.336363636;0.488372093;0.35483871;5
0.298076923;0.147058824;0.240963855;0.105828221;0.091988131;0.167247387;0.329466357;0.107769424;0.354545455;0.058139535;0.548387097;6
0.326923077;0.235294118;0.28313253;0.069018405;0.103857567;0.059233449;0.129930394;0.07499518;0.281818182;0.220930233;0.741935484;4
0.201923077;0.147058824;0.180722892;0.188650307;0.133531157;0.191637631;0.373549884;0.194524773;0.509090909;0.197674419;0.225806452;5
0.211538462;0.578431373;0.042168675;0.009202454;0.151335312;0.024390244;0.229698376;0.11548101;0.354545455;0.151162791;0.112903226;4
0.25;0.166666667;0.192771084;0.075153374;0.118694362;0.135888502;0.387470998;0.152111047;0.427272727;0.534883721;0.193548387;6
0.25;0.245098039;0.186746988;0.075153374;0.115727003;0.139372822;0.380510441;0.154038944;0.427272727;0.511627907;0.209677419;6
0.317307692;0.254901961;0.090361446;0.009202454;0.130563798;0.205574913;0.403712297;0.125120494;0.336363636;0.244186047;0.193548387;5
0.288461538;0.196078431;0.240963855;0.328220859;0.115727003;0.160278746;0.366589327;0.267784847;0.190909091;0.325581395;0.112903226;5
0.298076923;0.18627451;0.240963855;0.205521472;0.121661721;0.216027875;0.505800464;0.20802005;0.418181818;0.418604651;0.258064516;6
0.288461538;0.176470588;0.337349398;0.173312883;0.100890208;0.216027875;0.503480278;0.19066898;0.272727273;0.476744186;0.209677419;5
0.288461538;0.205882353;0.337349398;0.173312883;0.100890208;0.222996516;0.512761021;0.194524773;0.272727273;0.476744186;0.209677419;5
0.278846154;0.156862745;0.246987952;0.134969325;0.091988131;0.163763066;0.364269142;0.159822634;0.363636364;0.453488372;0.306451613;6
0.201923077;0.215686275;0.138554217;0.055214724;0.086053412;0.139372822;0.255220418;0.101985734;0.390909091;0.325581395;0.483870968;5
0.288461538;0.441176471;0.210843373;0.049079755;0.074183976;0.083623693;0.232018561;0.067283594;0.490909091;0.406976744;0.758064516;8
0.259615385;0.196078431;0.168674699;0.121165644;0.112759644;0.181184669;0.466357309;0.175245807;0.336363636;0.372093023;0.14516129;4
0.269230769;0.196078431;0.168674699;0.121165644;0.127596439;0.18466899;0.468677494;0.175245807;0.336363636;0.38372093;0.14516129;6
0.288461538;0.196078431;0.240963855;0.328220859;0.115727003;0.160278746;0.366589327;0.267784847;0.190909091;0.325581395;0.112903226;5
0.288461538;0.196078431;0.21686747;0.113496933;0.106824926;0.090592334;0.26450116;0.10969732;0.272727273;0.174418605;0.548387097;6
0.269230769;0.068627451;0.204819277;0.069018405;0.136498516;0.111498258;0.269141531;0.136687874;0.581818182;0.23255814;0.258064516;5
0.25;0.205882353;0.265060241;0.04601227;0.566765579;0.254355401;0.399071926;0.136687874;0.272727273;0.220930233;0.177419355;5
0.25;0.215686275;0.271084337;0.044478528;0.557863501;0.257839721;0.39675174;0.136687874;0.272727273;0.197674419;0.177419355;6
0.25;0.205882353;0.265060241;0.04601227;0.557863501;0.254355401;0.403712297;0.136687874;0.263636364;0.186046512;0.177419355;5
0.288461538;0.176470588;0.144578313;0.110429448;0.127596439;0.181184669;0.475638051;0.17331791;0.372727273;0.290697674;0.14516129;5
0.317307692;0.235294118;0.144578313;0.191717791;0.121661721;0.174216028;0.452436195;0.209947947;0.345454545;0.313953488;0.129032258;5
0.288461538;0.176470588;0.144578313;0.110429448;0.127596439;0.181184669;0.475638051;0.17331791;0.372727273;0.290697674;0.14516129;5
0.288461538;0.18627451;0.156626506;0.237730061;0.118694362;0.18466899;0.43387471;0.217659533;0.390909091;0.325581395;0.209677419;5
0.317307692;0.235294118;0.144578313;0.191717791;0.121661721;0.174216028;0.452436195;0.209947947;0.345454545;0.313953488;0.129032258;5
0.298076923;0.450980392;0.192771084;0.193251534;0.121661721;0.177700348;0.526682135;0.19645267;0.436363636;0.325581395;0.258064516;5
0.288461538;0.176470588;0.204819277;0.20398773;0.074183976;0.128919861;0.290023202;0.15018315;0.554545455;0.360465116;0.64516129;6
