fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality;;
0.265486726;0.383561644;0.02;0.02739726;0.100166945;0.112676056;0.049469965;0.472099853;0.338582677;0.449101796;0.123076923;4;;
0.283185841;0.280821918;0.04;0.054794521;0.106844741;0.225352113;0.088339223;0.464757709;0.464566929;0.137724551;0.246153846;6;;
0.247787611;0.328767123;0.26;0.438356164;0.096828047;0.492957746;0.406360424;0.5969163;0.496062992;0.095808383;0.153846154;5;;
0.238938053;0.321917808;0.26;0.431506849;0.096828047;0.478873239;0.406360424;0.589574156;0.496062992;0.095808383;0.153846154;5;;
0.283185841;0.349315068;0.48;0.054794521;0.146911519;0.183098592;0.318021201;0.442731278;0.354330709;0.173652695;0.169230769;5;;
0.194690265;0.356164384;0.1;0.082191781;0.121869783;0.23943662;0.335689046;0.406020558;0.472440945;0.113772455;0.276923077;5;;
0.238938053;0.294520548;0.03;0.047945205;0.100166945;0.225352113;0.127208481;0.406020558;0.496062992;0.089820359;0.092307692;4;;
0.194690265;0.349315068;0.07;0.082191781;0.128547579;0.14084507;0.134275618;0.383994126;0.57480315;0.131736527;0.307692308;6;;
0.256637168;0.400684932;0.24;0.061643836;0.58096828;0.197183099;0.201413428;0.464757709;0.204724409;0.754491018;0.169230769;5;;
0.292035398;0.523972603;0.03;0.061643836;0.076794658;0.042253521;0.007067138;0.52349486;0.488188976;0;0.107692308;4;;
0.300884956;0.205479452;0.17;0.075342466;0.101836394;0.070422535;0.042402827;0.52349486;0.433070866;0.167664671;0.123076923;6;;
0.300884956;0.205479452;0.17;0.075342466;0.101836394;0.070422535;0.042402827;0.52349486;0.433070866;0.167664671;0.123076923;6;;
0.247787611;0.342465753;0.05;0.068493151;0.093489149;0.323943662;0.127208481;0.442731278;0.535433071;0.143712575;0.476923077;6;;
0.238938053;0.178082192;0.21;0.075342466;0.113522538;0.084507042;0.102473498;0.442731278;0.464566929;0.083832335;0.169230769;5;;
0.203539823;0.260273973;0.04;0.04109589;0.121869783;0.253521127;0.151943463;0.420704846;0.480314961;0.269461078;0.169230769;5;;
0.238938053;0.178082192;0.21;0.075342466;0.113522538;0.084507042;0.102473498;0.442731278;0.464566929;0.083832335;0.169230769;5;;
0.256637168;0.273972603;0.42;0.095890411;0.125208681;0.098591549;0.113074205;0.52349486;0.661417323;0.167664671;0.323076923;6;;
0.212389381;0.469178082;0;0.109589041;0.093489149;0.084507042;0.049469965;0.501468429;0.582677165;0.137724551;0.184615385;5;;
0.371681416;0.335616438;0.14;0.102739726;0.091819699;0.126760563;0.127208481;0.501468429;0.354330709;0.155688623;0.169230769;5;;
0.371681416;0.335616438;0.14;0.102739726;0.091819699;0.126760563;0.127208481;0.501468429;0.354330709;0.155688623;0.169230769;5;;
0.380530973;0.335616438;0.49;0.075342466;0.430717863;0.309859155;0.367491166;0.52349486;0.299212598;0.413173653;0.138461538;5;;
0.230088496;0.417808219;0.02;0.109589041;0.106844741;0.211267606;0.127208481;0.52349486;0.551181102;0.113772455;0.138461538;5;;
0.194690265;0.335616438;0.2;0.061643836;0.10851419;0.14084507;0.208480565;0.516152717;0.62992126;0.149700599;0.138461538;5;;
0.185840708;0.342465753;0.21;0.068493151;0.111853088;0.098591549;0.197879859;0.508810573;0.614173228;0.149700599;0.138461538;6;;
0.380530973;0.130136986;0.57;0.075342466;0.165275459;0.352112676;0.279151943;0.516152717;0.409448819;0.119760479;0.2;5;;
0.247787611;0.184931507;0.48;0.075342466;0.116861436;0.183098592;0.215547703;0.52349486;0.472440945;0.131736527;0.123076923;5;;
0.274336283;0.400684932;0.1;0.116438356;0.120200334;0.112676056;0.070671378;0.552863436;0.511811024;0.095808383;0.2;5;;
0.292035398;0.260273973;0.33;0.075342466;0.120200334;0.197183099;0.48409894;0.494126285;0.362204724;0.131736527;0.169230769;5;;
0.292035398;0.253424658;0.32;0.068493151;0.116861436;0.225352113;0.487632509;0.494126285;0.362204724;0.131736527;0.169230769;5;;
0.318584071;0.260273973;0.35;0.136986301;0.10851419;0.281690141;0.427561837;0.552863436;0.385826772;0.173652695;0.153846154;5;;
0.159292035;0.171232877;0.25;0.068493151;0.103505843;0.281690141;0.151943463;0.538179148;0.653543307;0.173652695;0.215384615;6;;
0.194690265;0.349315068;0.12;0.198630137;0.14524207;0.211267606;0.424028269;0.501468429;0.42519685;0.167664671;0.169230769;5;;
0.265486726;0.294520548;0.21;0.089041096;0.098497496;0.084507042;0.077738516;0.464757709;0.42519685;0.131736527;0.2;5;;
0.265486726;0.294520548;0.21;0.089041096;0.098497496;0.084507042;0.077738516;0.464757709;0.42519685;0.131736527;0.2;5;;
0.283185841;0.321917808;0.33;0.075342466;0.103505843;0.323943662;0.402826855;0.494126285;0.401574803;0.125748503;0.153846154;5;;
0.238938053;0.315068493;0.3;0.102739726;0.103505843;0.197183099;0.173144876;0.494126285;0.566929134;0.155688623;0.276923077;5;;
0.610619469;0.123287671;0.6;0.075342466;0.091819699;0.154929577;0.074204947;0.589574156;0.291338583;0.383233533;0.261538462;6;;
0.07079646;0.489726027;0.08;0.020547945;0.056761269;0.169014085;0.307420495;0.171071953;0.653543307;0.311377246;0.707692308;7;;
0.203539823;0.664383562;0.06;0.082191781;0.081803005;0.154929577;0.088339223;0.347283407;0.606299213;0.05988024;0.461538462;4;;
0.442477876;0.136986301;0.47;0.034246575;0.07345576;0.112676056;0.06360424;0.505139501;0.377952756;0.293413174;0.292307692;7;;
0.371681416;0.171232877;0.48;0.082191781;0.141903172;0.535211268;0.491166078;0.545521292;0.236220472;0.419161677;0.138461538;5;;
0.194690265;0.260273973;0.11;0.04109589;0.105175292;0.211267606;0.151943463;0.395007342;0.488188976;0.275449102;0.169230769;5;;
0.212389381;0.205479452;0.35;0.047945205;0.12687813;0.211267606;0.116607774;0.442731278;0.472440945;0.131736527;0.123076923;5;;
